corpus_names	sent_id	w	span	node	sent_match
ind_news_2010_300K	157857	anak-anaknya	r1	membesarkan	157857 Jolie, yang membesarkan anak-anaknya bersama pasangannya, Brad Pitt, mengatakan bahwa mendorong perasaan anak-anak mengenai ekspresi diri adalah bagian penting dari tindakan mereka merawat anak-anak mereka.
ind_news_2010_300K	158140	volume	r1	membesarkan	158140 Tersangka membesarkan volume suara televisi agar suara ribut-ribut mereka tidak didengar orang lain.
ind_news_2010_300K	161462	partai	r1	membesarkan	"161462 ""Dia itu figur muda dan potensial membesarkan Partai Demokrat, sehingga layak untuk diusung,"" katanya."
ind_news_2010_300K	163075	partai	r1	membesarkan	163075 Tak hanya itu, Sultan juga tidak bisa menggunakan kekuasannya untuk membesarkan partai politik tertentu.
ind_news_2010_300K	167044	muhammadiyah	r1	membesarkan	167044 Ia juga meminta kepada calon yang terpilih harus bisa menunjukkan kepemimpinannya yang berwawasan, amanah, dan bisa membesarkan Muhammadiyah.
ind_news_2010_300K	167169	pkb	r1	membesarkan	"167169 ""Rekonsiliasi penting untuk membesarkan PKB kembali, tapi itu harus berjalan secara alamiah dan tulus,"" katanya."
ind_news_2010_300K	170491	partai	r1	membesarkan	"170491 ""Saya meyakini susunan pengurus Partai Demokrat ini adalah kader-kader terbaik yang siap bekerja untuk membesarkan partai,"" kata Anas."
ind_news_2010_300K	170616	usu	r1	membesarkan	170616 Mendiknas lebih lanjut berharap agar semua calon rektor, baik yang telah terpilih maupun yang tidak terpilih agar bersama-sama membesarkan USU, karena kejayaaan USU juga merupakan kejayaan Sumut.
ind_news_2010_300K	175527	anak-anak	r1	membesarkan	175527 Sanif berharap, kegiatan ini bisa membuat senang hati para wanita, khususnya ibu-ibu yang ada di Kota Medan yang telah bersusah payah membesarkan anak-anak bangsa.
ind_news_2010_300K	184303	partai	r1	membesarkan	"184303 ""Salah besar kalau ada orang bilang ingin membesarkan partai dengan memisahkan Partai Demokrat dari SBY."
ind_news_2010_300K	185595	pd	r1	membesarkan	185595 Karena itu orang orang baru dikhawatirkan tidak mampu meredam gejolak yang terjadi karena mereka belum mempunyai pengalaman dalam membesarkan PD.
ind_news_2010_300K	187690	partai	r1	membesarkan	187690 Sementara itu, Ketua Dewan Pimpinan Cabang (DPC) Partai Demokrat Kota Yogyakarta Sinarbiyat Nujanat mengatakan, merasa sangat kehilangan sosok Prabukusumo yang dinilai cukup mampu membesarkan Partai Demokrat di DIY.
ind_news_2010_300K	195961	serta	r1	membesarkan	195961 Sikap dan tanggung jawab sebagai Ibu Negara ini ternyata terbentuk dari kekaguman Ani Yudhoyono terhadap ibundanya Sunarti Sri Hadiyah terutama dalam membangun keluarga dan membesarkan serta mendidik kedua putranya.
ind_news_2010_300K	202284	pd	r1	membesarkan	"202284 Pernyataan ini memberikan signal bahwa dia lupa jasa rakyat yang telah membesarkan PD dengan mengatakan rakyat tidak boleh ikut campur,"" kata Ray."
ind_news_2010_300K	202902	partai	r1	membesarkan	"202902 ""Kepada Pak Muhaimin mari bersama-sama membesarkan partai ini,"" kata Yenny saat berpidato dalam acara pembukaan Muktamar III PKB yang digelar pihaknya di Surabaya, Jatim, Minggu."
ind_news_2010_300K	204319	rincian	r1	membesarkan	204319 Taliban sering membesarkan rincian serangan-serangan dan mengabaikan jumlah korban di pihak mereka sendiri.
ind_news_2010_300K	206473	partai	r1	membesarkan	"206473 ""Kepada Pak Muhaimin, mari bersama-sama membesarkan partai ini."
ind_news_2010_300K	207490	pkb	r1	membesarkan	207490 Ia juga mempertanyakan ajakan Yenny Wahid tersebut untuk membesarkan PKB.
ind_news_2010_300K	216441	perbedaan	r1	membesarkan	"216441 ""Hubungan diplomatik dan kerja sama antara kedua negara harus berdasarkan pandangan tanpa membesarkan perbedaan politik dan sistem pemerintahan,"" katanya."
ind_news_2010_300K	217154	partai	r1	membesarkan	217154 Hatta mengatakan, dirinya akan fokus dan membesarkan partai sehingga pada Pemilu mendatang, PAN bisa mencapai perolehan suara 12 persen.
ind_news_2010_300K	220996	partai	r1	membesarkan	220996 Dia mengakui adanya ajakan dari sejumlah rekan di Muhammadiyah untuk kembali ke organisasi Islam ini setelah 11 tahun mendirikan dan membesarkan Partai Amanat Nasional (PAN).
ind_news_2010_300K	224140	hati	r1	membesarkan	224140 Dimaksudkan untuk membesarkan hati beliau, saya mengatakan bahwa sandal saja dapat menjadi amal jariyah ketika ia dimanfaatkan oleh orang lain terutama kalau sang pemakai memakainya untuk jalan kebaikan, apalagi buku.
ind_news_2010_300K	225496	pkb	r1	membesarkan	"225496 Artinya, kawan-kawan yang memang berniat kembali membesarkan PKB silakan saja,"" katanya di Jakarta, Selasa."
ind_news_2010_300K	226400	anak	r1	membesarkan	"226400 Para responden memeringkat negeri dimana mereka tinggal, berdasarkan kualitas perlindungan anak, pendidikan, keluwesan berintegrasi, biaya membesarkan anak dan waktu yang diberikan untuk kegiatan-kegiatan ""outdoor."
ind_news_2010_300K	226911	partai	r1	membesarkan	"226911 ""Kalau soal membesarkan partai itu sudah tugas saya,"" katanya yang tidak mau berkomentar apakah pernah berdiskusi sebelumnya dengan Amien Rais soal calon presiden 2014 dari PAN."
ind_news_2010_300K	227605	jam	r1	membesarkan	227605 Sejak berkecimpung di dalam NU pada 1941, Kiai Muhith mengaku banyak cobaan dan rintangan yang dihadapi ulama dan pengurus dalam membesarkan jam`iyah yang didirikan pada 1926 itu.
ind_news_2010_300K	229470	knpi	r1	membesarkan	229470 Terhadap kubu Azis Syamsuddin selaku pihak yang kalah, Doli Kurnia mengatakan, dirinya membuka diri terhadap pihak-pihak yang selama ini berseberangan untuk bergabung membesarkan KNPI.
ind_news_2010_300K	234887	partai	r1	membesarkan	234887 Ia menegaskan, sama sekali tidak berpikir untuk maju sebagai calon Presiden, tetapi sebagai Ketua Partai Amanat Nasional dirinya tetap berjuang untuk membesarkan partai.
ind_news_2010_300K	236198	enam	r1	membesarkan	236198 Aktris yang membesarkan enam orang anak bersama Brad Pitt ini akan merilis sebuah memoir yang berisi kebahagiaan membesarkan anak-anak adopsi.
ind_news_2010_300K	236198	anak-anak	r1	membesarkan	236198 Aktris yang membesarkan enam orang anak bersama Brad Pitt ini akan merilis sebuah memoir yang berisi kebahagiaan membesarkan anak-anak adopsi.
ind_news_2010_300K	241136	partai	r1	membesarkan	241136 Ia berpendapat, secara etika, politisi yang keluar masuk partai sebenarnya tidak baik dan merugikan dirinya sendiri, apalagi yang bersangkutan telah bertahun-tahun membangun dan membesarkan partai.
ind_news_2010_300K	252873	hati	r1	membesarkan	"252873 Menurut dia, pemerintah Otonomi Palestina akan memberikan insentif pada perusahaan Palestina yang akan menggaji bekas pekerja pemukim dan bahwa ""tanggapan yang membesarkan hati"" telah diterima dari berbagai perusahaan."
ind_news_2010_300K	258448	pkb	r1	membesarkan	258448 Namun, katanya, langkah politis juga bisa ditempuh, seperti bertemu Muhaimin Iskandar untuk membesarkan PKB bersama-sama atau bahkan membentuk partai baru.
ind_news_2010_300K	260694	hingga	r1	membesarkan	260694 Akan tetapi cukup fokus pada rantai tertentu saja, yaitu produksi benih, membesarkan hingga ukuran tertentu.
ind_news_2010_300K	261105	dan	r1	membesarkan	261105 Banyak cara, kata dia, yang bisa dilakukannya untuk membesarkan dan membantu Syahrul dalam membesarkan partai.
ind_news_2010_300K	261105	partai	r1	membesarkan	261105 Banyak cara, kata dia, yang bisa dilakukannya untuk membesarkan dan membantu Syahrul dalam membesarkan partai.
ind_news_2010_300K	263582	partai	r1	membesarkan	263582 Bahkan, menurut dia, Sultan HB X juga tidak bisa menggunakan kekuasannya untuk membesarkan partai politik tertentu.
ind_news_2010_300K	274403	namanya	r1	membesarkan	"274403 Power Slaves memang telah lama vakum setelah meluncurkan album kelima ""Gak Bisa Mati"" pada 2004 sehingga penampilannya itu seolah-olah menjadi ajang kangen-kangenan dengan kota yang telah membesarkan namanya."
ind_news_2010_300K	275495	anak-anak	r1	membesarkan	275495 Ia menambahkan, sebagai ahli penyakit anak, Ibu Ainun justru lebih memilih jalan hidup untuk membesarkan anak-anak dan mendampingi Pak Habibie.
ind_news_2010_300K	280627	pkb	r1	membesarkan	280627 Muhaimin menegaskan, pihaknya siap menerima mereka yang ingin kembali bergabung dan bersama-sama membesarkan PKB.
ind_news_2010_300K	280811	nu	r1	membesarkan	"280811 Sebagian besar waktu hidup Idham ""diwakafkan"" untuk membesarkan NU."
ind_news_2010_300K	286246	pkb	r1	membesarkan	"286246 ""Bukan tidak aktif. tapi memang Lukman Edy dan Muhaimin berbeda visi dalam membesarkan PKB,"" tegas Eman."
ind_news_2010_300K	288142	dan	r1	membesarkan	288142 Ia menegaskan bahwa anak merupakan generasi penerus bangsa, karena itu semua pihak dituntut bertanggung jawab secara moral untuk membesarkan dan mendidiknya dengan baik, sehingga akan menjadi anak yang berguna bagi nusa dan bangsa.
ind_news_2010_300K	289568	partai	r1	membesarkan	289568 Ia mengatakan, pertimbangan untuk mempertahankan Amien Rais dalam kepengurusan PAN, karena merupakan salah seorang pendiri partai sehingga jika masih bergabung akan bisa membesarkan partai.
ind_news_2010_300K	292650	kembali	r1	membesarkan	292650 Menurut Helmy, jika sasaran itu tercapai, maka untuk membesarkan kembali PKB tidak akan membutuhkan waktu lama.
ind_news_2010_300K	294520	partai	r1	membesarkan	294520 Antara dua kader terbaik PAN, juga akan bersinergi untuk membesarkan partai.
ind_news_2010_300K	296996	anak	r1	membesarkan	"296996 Ini dapat memainkan peran dalam mengurangi tekanan buat rakyat untuk menikah dan membesarkan anak,"" kata D`Vera Cohn, penulis bersama laporan tersebut."
ind_news_2010_300K	297342	ketiga	r1	membesarkan	297342 Suami Victoria Beckham, penyanyi dan model kondang asal Inggris, itu mengisyaratkan akan tinggal lebih lama di LA karena tempat itu merupakan tempat yang nyaman untuk membesarkan ketiga puteranya.
ind_news_2010_300K	298047	hati	r1	membesarkan	298047 Minyak mentah berjangka sempat mencapai tertinggi baru 18-bulan pada Selasa, karena pasar menemukan dukungan dari setumpuk indikator ekonomi yang membesarkan hati baru-baru ini di Amerika Serikat.
ind_news_2010_300K	368	jarak	r1	memperbesar	368 Dukungan penuh sekitar 15.000 pendukung tuan rumah sama sekali tidak berpengaruh terhadap keperkasaan AS yang semakin memperbesar jarak dengan skor 42-32 pada akhir babak pertama.
ind_news_2010_300K	4985	keunggulan	r1	memperbesar	4985 Pada menit 32, Indonesia memperbesar keunggulan lewat kaki Christian Gonzales yang berdiri di tengah lapangan tanpa pengawalan.
ind_news_2010_300K	5863	keunggulan	r1	memperbesar	5863 Indonesia memperbesar keunggulan melalui gol yang diciptakan M Ridwan yang lepas dari kawalan pemain belakang Malaysia di menit 51. Malaysia mencoba melakukan perlawanan dengan masuknya dua pemain cadangan yakni M Ashari dan Amar Rohidan.
ind_news_2010_300K	10354	energi	r1	memperbesar	10354 Dua motor listrik itu tidak berfungsi sebagai pembangkit energi tetapi hanya memperbesar energi yang dihasilkan dari kayuhan pengendara.
ind_news_2010_300K	10791	keunggulan	r1	memperbesar	10791 Sementara itu sang juara Chelsea memperbesar keunggulan mereka di puncak klasemen menjadi empat poin setelah mencatat kemenangan 2-0 atas Arsenal di Stamford Bridge.
ind_news_2010_300K	11161	risiko	r1	memperbesar	11161 Akan tetapi, kata dia, sehat atau tidaknya plasenta si ibu tidak terlihat melalui pemeriksaan ultrasonografi (USG), dan semakin banyak jumlah virus yang terkandung memperbesar risiko penularan HIV pada janin.
ind_news_2010_300K	11413	keunggulan	r1	memperbesar	11413 Bolton hampir saja memperbesar keunggulan menjadi 3-1 ketika Elmander dengan cerdik berhasil melewati Nemanja Vidic, tapi tendangannya masih terlalu tinggi diatas gawang.
ind_news_2010_300K	14070	akses	r1	memperbesar	14070 Ia menjelaskan, penulisan karya puisi di jejaring sosial akan semakin mendekatkan penulis dengan para pembaca serta memperbesar akses membaca dan memahami karya sastra.
ind_news_2010_300K	14608	produktivitas	r1	memperbesar	14608 Selain itu, Menteri berpendapat ketahanan ekonomi harus ditingkatkan di samping juga memperbesar produktivitas barang agar terjadi efisiensi biaya operasional.
ind_news_2010_300K	15484	ppap-nya	r1	memperbesar	15484 Beberapa kasus yang terjadi bahwa perbankan memoles laporan keuangannya dengan memperbesar PPAP-nya sehingga akan mempengaruhi kinerjanya.
ind_news_2010_300K	20053	kemenangan	r1	memperbesar	20053 Persijap memperbesar kemenangan menjadi 2-0 melalui gol yang dicetak oleh Eki Nurhakim pada menit ke-60.
ind_news_2010_300K	20630	usahanya	r1	memperbesar	20630 Berbagai upaya itu diharapkan dapat menggenjot jumlah pembeli produk dan dagangan para pengusaha mikro tadi sehingga mimpi mereka untuk memperbesar usahanya dapat terwujud.
ind_news_2010_300K	24824	kemenangan	r1	memperbesar	24824 Tuan rumah sebenarnya berpeluang memperbesar kemenangan tetapi tendangan lambung Yaris Riyadi yang melewati kiper dan jatuh di bawah mistar gawang mereka langsung dihalau pemain pemain belakang Persikab.
ind_news_2010_300K	34336	kemenangan	r1	memperbesar	34336 PSIS memperbesar kemenangan menjadi 3-1 melalui gol yang dicetak Imral Usman pada menit ke-67.
ind_news_2010_300K	35330	konflik	r1	memperbesar	35330 5. Media massa dalam menjalankan tugasnya harus memberikan informasi yang obyektif dan memberi rasa aman serta damai kepada seluruh masyarakat dan liputan tidak malah memperbesar konflik di masyarakat.
ind_news_2010_300K	46904	kemenangannya	r1	memperbesar	46904 Memasuki babak kedua Persiba berupaya mengejar ketertinggalannya, namun justru tim tuan rumah bisa memperbesar kemenangannya dengan gol yang dilesakkan oleh Zaenal Arief pada menit ke-62.
ind_news_2010_300K	49650	kekuatan	r1	memperbesar	49650 Versi baru Avaya IP Office ini semakin memperbesar kekuatan TCO dengan memungkinkan instalasi melalui satu DVD yang memiliki sistem operasi Linux berbasis standar dan aplikasi-aplikasi komunikasi kunci.
ind_news_2010_300K	49783	kemenangan	r1	memperbesar	49783 Sebenarnya tim asuhan pelatih Bonggo Pribadi mendapat peluang untuk memperbesar kemenangan tetapi tendangan penalti Gustavo Chena pada menit ke-28 membentur mistar gawang PSIM dan kedudukan 1-0 bertahan hingga babak pertama usai.
ind_news_2010_300K	53706	gol	r1	memperbesar	53706 Babak kedua, Indonesia kembali kebobolan setelah gerakan Ismail Sulaiman memperbesar gol.
ind_news_2010_300K	55943	keunggulan	r1	memperbesar	55943 Dengan memanfaatkan umpan Ronal Fagundes, Irsyad Aras bisa memperbesar keunggulan tuan rumah menjadi 2-0.
ind_news_2010_300K	58083	keunggulan	r1	memperbesar	58083 Choi Dong Soo akhirnya memperbesar keunggulan Persisam 3-1 setelah memanfaatkan kemelut di depan gawang Persitara.
ind_news_2010_300K	58273	keunggulan	r1	memperbesar	58273 Aksi individu Danilo Fernando yang menggiring bola dari lapangan tengah kemudian mengecoh para pemain belakang Bontang FC dan menyarangkan bola ke gawang yang dijaga Sumardi memperbesar keunggulan Persisam 3-1 di menit ke-72 babak kedua.
ind_news_2010_300K	61515	kemenangan	r1	memperbesar	61515 Persiba Bantul kembali memperbesar kemenangan menjadi 5-0 pada menit ke-81 melalui kaki Roni Irawan yang memanfaatkan bola lepas dari Ezequiel Gonzalez.
ind_news_2010_300K	73036	keunggulan	r1	memperbesar	73036 Namun Chelsea juga berpeluang untuk kembali memperbesar keunggulan menjadi empat angka jika berhasil mengalahkan peringkat kelima Tottenham Hotspur pada pertandingan Minggu dinihari WIB.
ind_news_2010_300K	73175	keunggulan	r1	memperbesar	73175 Pemain asal Swedia tersebut memperbesar keunggulan Barcelona menjadi 2-0 pada menit ke-59 melalui tendangan keras dari sudut kanan kotak penalti.
ind_news_2010_300K	90840	pengeluaran	r1	memperbesar	90840 Dia menilai beban pajak akan semakin memperbesar pengeluaran mereka, apalagi segala kebutuhan hidup belakangan ini terus naik.
ind_news_2010_300K	95320	gol	r1	memperbesar	95320 Persipura mampu memperbesar gol lewat kaki Tinus Pae di menit ke-65 setelah mendapat umpan Ian Kabes.
ind_news_2010_300K	98781	keunggulan	r1	memperbesar	98781 Apalagi ketika Arif Suyono berhasil memperbesar keunggulan menjadi 5-0, padahal pemain asal klub Pelita Jaya itu baru masuk enam menit menggantikan Muhammad Ridwan.
ind_news_2010_300K	106854	peluang	r1	memperbesar	"106854 Itu artinya memperbesar peluang impor beras,"" katanya."
ind_news_2010_300K	110637	gol	r1	memperbesar	110637 Namun, mereka gagal memperbesar gol lewat tendangan jarak jauh dan mampu ditepis kiper Markus Horison.
ind_news_2010_300K	111519	volume	r1	memperbesar	111519 Indonesia dan AS menginginkan hubungan yang lebih komprehensif di bidang energi, lingkungan, kesehatan, ilmu pengetahuan, investasi, serta mengekslorasi kemungkinan memperbesar volume perdagangan dari kedua belah pihak.
ind_news_2010_300K	120635	keunggulan	r1	memperbesar	120635 Hanya berselang empat menit kemudian, Anelka kembali membungkam penonton tuan rumah untuk memperbesar keunggulan menjadi 3-0 setelah dengan mendapat bola yang mental akibat sundulan kapten John Terry membentur gawang.
ind_news_2010_300K	120858	nilai	r1	memperbesar	"120858 ""Pembangunan industri sekunder akan memperbesar nilai tambah sehingga pajak yang diterima negara akan meningkat,"" ungkap Rauf."
ind_news_2010_300K	127212	keunggulan	r1	memperbesar	127212 Inter Milan dapat memperbesar keunggulan mereka menjadi enam poin jika mengalahkan Genoa di kandang Minggu petang waktu setempat, setelah posisi kedua AC Milan bermain imbang 0-0 di posisi ketiga AS Roma pada hari Sabtu.
ind_news_2010_300K	128365	keunggulan	r1	memperbesar	128365 Persipasi memperbesar keunggulan menjadi 4-1 pada menit 83 melalui kaki pemain ujung tombak Mansur yang masuk menggantikan Ari Supriyatna.
ind_news_2010_300K	128713	keunggulan	r1	memperbesar	128713 Zaenal Arif yang baru dimainkan pada babak menggantikan Pipat Tongkaya, nyaris memperbesar keunggulan Persisam di menit ke-87, namun tendangan kerasnya dari luar kotak pinalti masih jatuh di pelukan Hendro Kartiko.
ind_news_2010_300K	144018	kemenangan	r1	memperbesar	144018 Tuan rumah memperbesar kemenangan menjadi 3-0 melalui gol yang dicetak kembali oleh Eki Nurhakim pada menit ke-54 setelah menerima umpan silang dari Johan Juhansyah yang masuk di babak kedua menggantikan Achmad Taufik.
ind_news_2010_300K	144263	keinginan	r1	memperbesar	144263 Cara praktis tersebut adalah memperbesar keinginan, meminimalisir kesalahan, punya nilai besar bagi orang lain dan terakhir KSKS.
ind_news_2010_300K	155050	gol	r1	memperbesar	155050 Malaysia kembali memperbesar gol lewat kaki Saffe di menit 73.Skor menjadi 3-0.
ind_news_2010_300K	156376	jumlah	r1	memperbesar	156376 Jadi, menurutnya, manfaatkan hubungan baik dengan Arab Saudi, bikin langkah-langkah diplomatik ke mereka, juga negara pengirim Calhaj lainnya, lalu bikin kesepakatan baru, yang targetnya memperbesar jumlah kuota Indonesia.
ind_news_2010_300K	159866	pangsa	r1	memperbesar	159866 Ia menambahkan, pelaku usaha dalam negeri selanjutnya juga harus proaktif melakukan upaya-upaya untuk memperbesar pangsa pasar produk ekspor Indonesia ke Amerika Serikat.
ind_news_2010_300K	164826	ketidakpercayaan	r1	memperbesar	"164826 "" Terkait dengan jatuhnya korban jiwa tersebut, Sekjen ASEAN mendesak seluruh pemerintahan yang terlibat guna menahan diri dan menghindari aksi militer tidak biasa yang dapat meningkatkan ketegangan dan memperbesar ketidakpercayaan di Semenanjung Korea."
ind_news_2010_300K	169137	keunggulan	r1	memperbesar	169137 Sebelum istirahat, PSM memperbesar keunggulan kembali lewat kaki Heru memanfaatkan bola muntah hasil tendangan keras Osvaldo yang gagal diantisipasi dengan baik Wahyudi.
ind_news_2010_300K	175678	perkiraan	r1	memperbesar	"175678 "" Minggu ini, raksasa aluminium Alcoa melaporkan kembali ke keuntungan dan memperbesar perkiraan permintaan global sementara Intel membukukan keuntungan triwulanan 2,9 miliar dolar, hasil terbaik dalam 42 tahun sejarah perusahaan."
ind_news_2010_300K	179093	skala	r1	memperbesar	179093 Para peneliti bekerja dengan dunia industri untuk menguji dan memperbesar skala baterai-dari-virus itu, yang mereka katakan dapat digunakan untuk tenaga listrik pesawat tanpa awak untuk operasi mata -mata.
ind_news_2010_300K	181074	volume	r1	memperbesar	181074 Indonesia dan AS menginginkan hubungan yang lebih komprehensif di bidang energi, lingkungan, kesehatan, ilmu pengetahuan, investasi, serta menjajaki kemungkinan memperbesar volume perdagangan dari kedua belah pihak.
ind_news_2010_300K	182685	jumlah	r1	memperbesar	182685 Hal itu juga terjadi pada saat Presiden Barack Obama memperbesar jumlah pasukan AS di Helmand - dari yang kini sekitar 20.000 marinir Amerika di provinsi itu.
ind_news_2010_300K	184811	keunggulan	r1	memperbesar	184811 Giuseppe Rossi, pemain nasional Italia membuat Villareal memperbesar keunggulan menjadi 2-0 pada menit ke-52 setelah bola tendangannya meluncur deras di bawah kaki kiper David de Gea.
ind_news_2010_300K	193390	pasar	r1	memperbesar	193390 Diharapkan dalam tiga tahun ke depan akan ada peluang baru untuk memperbesar pasar dan investasi di Indonesia, kata Bambang.
ind_news_2010_300K	193982	peluang	r1	memperbesar	193982 Penelitian di West Virginia University membuktikan bahwa tidur kurang dari lima jam sehari, termasuk tidur siang, akan memperbesar peluang penyakit yang berhubungan dengan jantung seperti terkena stroke, serangan jantung, angina, dan jantung koroner.
ind_news_2010_300K	196675	keunggulan	r1	memperbesar	"196675 Selang tiga menit kemudian, Agus Riyanto berhasil memperbesar keunggulan Persiku menjadi 3-0, setelah aksi ""solo run"" pemain bernomor punggung 20 itu tidak mampu dibendung barisan pertahanan lawan."
ind_news_2010_300K	202164	bisnis	r1	memperbesar	202164 Akuisisi perusahaan tersebut dimaksudkan untuk memperbesar bisnis perseroan.
ind_news_2010_300K	202184	keunggulan	r1	memperbesar	202184 George Oyedepo yang dipercaya sebagai ekskutor, berhasil mengecoh kiper PPSM Magelang Ghoni Yanuar, sekaligus memperbesar keunggulan menjadi 2-0.
ind_news_2010_300K	205120	keunggulan	r1	memperbesar	205120 Kubu Tottenham pun semakin bungkam ketika Gretar Rafn Steinssen memperbesar keunggulan Bolton menjadi 2-0 pada menit ke-76.
ind_news_2010_300K	207006	keunggulan	r1	memperbesar	207006 Davies memperbesar keunggulan menjadi 3-0 melalui titik penalti pada menit ke-76, membuat Tottenham semakin terhempas setelah terbang tinggi usai kemenangan gemilang atas Inter di Liga Champions.
ind_news_2010_300K	207160	dana	r1	memperbesar	"207160 Menteri mencontohkan, layanan melalui perbankan dimungkinkan untuk memperbesar dana yang disalurkan melalui ""gearing ratio"" beberapa kali lipat dari yang diserahkan LPDB kepada perbankan sebagai agunan."
ind_news_2010_300K	208082	keunggulan	r1	memperbesar	208082 Legiun asing persisam asal Brazil, Danilo Fernandes nyaris memperbesar keunggulan di menit awal babak kedua, namun tendangan kerasnya masing melambung diatas mistar gawang Persib.
ind_news_2010_300K	212369	peluang	r1	memperbesar	212369 Gubernur menegaskan, promosi potensi investasi, sumber daya alam, dan pariwisata Sulsel pada taksi dapat memperbesar peluang kerja sama Sulsel dengan Singapura.
ind_news_2010_300K	213208	kapitalisasi	r1	memperbesar	213208 Menurut dia, Indonesia memiliki potensi besar dalam perekonomian, sehingga masuknya CIMB Grup ke Indonesia akan memperbesar kapitalisasi pasar yang dimilikinya sekaligus menguatkan perannya di tingkat regional Asia.
ind_news_2010_300K	218769	memperkecil	r1	memperbesar	"218769 ""Pengguna bisa memperbesar, memperkecil dan memutar gambar dengan mencubit dan menggeser gambar langsung di layar,"" katanya."
ind_news_2010_300K	221564	kemenangan	r1	memperbesar	221564 Persela memperbesar kemenangan menjadi 3-1 melalui gol yang dicetak kembali oleh Franco Hita pada menit ke-62.
ind_news_2010_300K	227035	gol	r1	memperbesar	227035 Menit 33, Indonesia memperbesar gol yang dicetak M Ridwan.
ind_news_2010_300K	232371	kemungkinan	r1	memperbesar	232371 Menurut Raillon, kelesuan ekonomi global yang saat ini juga menimpa Prancis memperbesar kemungkinan gesekan atau friksi antara warga setempat dan para pendatang.
ind_news_2010_300K	239298	kuasa	r1	memperbesar	239298 Ia juga menyambut baik penawaran pelepasan saham swasta dari perusahaan minyak negara Petrobras yang akan memperbesar kuasa pemerintah atas perusahaan itu.
ind_news_2010_300K	246171	keunggulan	r1	memperbesar	246171 Namun Chelsea juga berpeluang untuk kembali memperbesar keunggulan menjadi delapan angka jika berhasil mengalahkan tim sekota Tottenhan Hotspur pada pertandingan yang berlangsung Minggu dinihari WIB.
ind_news_2010_300K	258571	gol	r1	memperbesar	258571 Persipura nyaris memperbesar gol di akhir babak pertama, namun tendangan Erol masih melebar.
ind_news_2010_300K	261180	daya	r1	memperbesar	261180 Masuknya Aguero makin memperbesar daya gedor Argentina, terbukti dengan dua gol tambahan Huguain di menit 76 dan 80. Namun, setelah mencetak tiga gol, Maradona mengistirahatkan Higuain dengan diganti oleh Mario Bolatti.
ind_news_2010_300K	267780	keunggulan	r1	memperbesar	"267780 Merasa di atas angin, penyerang-penyerang Malaysia pun terus menekan dengan mental lebih ""tebal"" dan lepas hingga Mohammad Ashari memperbesar keunggulan tuan rumah via gol yang hanya berselang enam menit kemudian."
ind_news_2010_300K	273420	keunggulan	r1	memperbesar	273420 Dua gol yang dipersembahkan David Villa, bintang Piala Dunia 2010, memperbesar keunggulan tuan rumah menjadi 4-0 hanya dalam waktu dua menit, yaitu menit ke-54 dan 56. Pemain pengganti Jeffren melengkapi pesta gol Barcelona menjadi 5-0 pada menit ke-90.
ind_news_2010_300K	295114	keunggulan	r1	memperbesar	295114 Skuad Pelita Jaya justru menambah gol dan memperbesar keunggulan menjadi 3-1 lewat M. Ridwan, pada menit ke-64.
ind_news_2010_300K	295881	keunggulan	r1	memperbesar	295881 Dua menit menjelang pertandingan babak pertama berakhir, Nicolas Anelka memperbesar keunggulan Chelsea menjadi 2-0 untuk memastikan kemenangan pertama The Blues di Stadion Luzhniki.
ind_news_2010_300K	299739	keunggulan	r1	memperbesar	"299739 Semenit menjelang ""injury time"" babak pertama, Marquinhos memperbesar keunggulan timnya, setelah memanfaatkan sepak pojok yang dilakukan Daiki Iwamasa."
ind_news_2011_300K	256	partai	r1	membesarkan	"256 Tapi kalau ia berorientasi untuk membesarkan partai dan tidak pragmatisme, sebaiknya tetap di PAN,"" kata anggota Komisi V DPR RI itu."
ind_news_2011_300K	12562	pelindo	r1	membesarkan	"12562 ""Mestinya OP ini diserahkan ke Pelindo II sehingga kesannya adalah makin memperkuat posisi dan membesarkan Pelindo, bukan sebaliknya, sementara fungsi pengaturan dan pengawasan tetap di tangan pemerintah,"" katanya."
ind_news_2011_300K	21334	partai	r1	membesarkan	21334 Ia mengajak semua pengurus dan kader partai untuk bahu-membahu membesarkan Partai Demokrat.
ind_news_2011_300K	21727	kasus	r1	membesarkan	"21727 ""Kami minta juga kepada media agar tidak membesarkan kasus ini."
ind_news_2011_300K	21920	jumlah	r1	membesarkan	21920 Taliban sering mendaku bertanggungjawab atas serangan orang lain dan membesarkan jumlah korban, walaupun pejuang mereka berhasil masuk pangkalan asing dan Afghanistan untuk melancarkan serangan pada masa lalu.
ind_news_2011_300K	28016	hati	r1	membesarkan	"28016 ""Saya kira penemuan itu membesarkan hati, dalam arti kita memiliki keyakinan kuat bahwa itu bakal menjadi kenyataan,"" kata Seth Shostak, astronom senior pada Institut SETI (Search for Extraterrestrial Intelligence) di Mountain View, California."
ind_news_2011_300K	28856	dan	r1	membesarkan	28856 Kepiawaian Mira dalam membuat film tak lepas dari peranan sang ibu dalam membesarkan dan membimbingnya serta mengenalkannya pada warna-warni dunia seni yang atraktif, yang akhirnya membuatnya jatuh hati pada dunia perfilman.
